image_name,x_min,y_min,x_max,y_max,class_name
./img/1139.jpg,107,95,510,381,Inorganic
./img/114.jpg,152,324,225,395,Inorganic
./img/1140.jpg,170,176,437,382,Inorganic
./img/1141.jpg,70,117,509,331,Inorganic
./img/1142.jpg,132,67,400,347,Inorganic
./img/1143.jpg,259,1,509,381,Inorganic
./img/1144.jpg,149,15,508,378,Inorganic
./img/1145.jpg,111,11,417,312,Inorganic
./img/1146.jpg,182,4,511,382,Inorganic
./img/1147.jpg,114,1,501,383,Inorganic
./img/1148.jpg,62,88,491,380,Inorganic
./img/1149.jpg,5,67,502,380,Inorganic
./img/115.jpg,224,166,347,235,Organic
./img/1150.jpg,145,57,419,324,Inorganic
./img/1151.jpg,114,87,400,379,Inorganic
./img/1152.jpg,106,31,465,335,Inorganic
./img/1153.jpg,177,139,281,257,Inorganic
./img/1154.jpg,157,112,298,277,Inorganic
./img/1155.jpg,74,128,415,339,Inorganic
./img/1156.jpg,69,123,457,290,Inorganic
./img/1157.jpg,0,1,493,369,Inorganic
./img/1158.jpg,170,143,289,251,Inorganic
./img/1159.jpg,52,84,511,361,Inorganic
./img/1160.jpg,121,97,342,295,Inorganic
./img/1161.jpg,181,127,285,232,Inorganic
./img/1162.jpg,185,68,300,277,Inorganic
./img/1163.jpg,30,2,471,275,Inorganic
./img/1164.jpg,176,58,451,320,Inorganic
./img/1165.jpg,174,119,343,261,Inorganic
./img/1166.jpg,13,49,509,382,Inorganic
./img/1167.jpg,176,102,314,268,Inorganic
./img/1168.jpg,162,1,483,366,Inorganic
./img/1169.jpg,2,2,508,379,Inorganic
./img/1170.jpg,53,9,440,303,Inorganic
./img/1171.jpg,131,68,423,290,Inorganic
./img/1172.jpg,144,132,314,231,Inorganic
./img/1173.jpg,206,132,278,238,Inorganic
./img/1174.jpg,147,88,364,308,Inorganic
./img/1175.jpg,1,1,401,383,Inorganic
./img/1176.jpg,98,43,406,356,Inorganic
./img/1177.jpg,84,14,352,290,Inorganic
./img/1178.jpg,62,22,369,338,Inorganic
./img/1179.jpg,35,0,321,382,Inorganic
./img/118.jpg,22,4,173,147,Organic
./img/118.jpg,135,16,283,155,Organic
./img/118.jpg,231,3,308,70,Organic
./img/1180.jpg,30,29,409,380,Inorganic
./img/1181.jpg,97,9,413,380,Inorganic
./img/1182.jpg,96,2,511,318,Inorganic
./img/1183.jpg,110,7,419,373,Inorganic
./img/1184.jpg,2,4,511,378,Inorganic
./img/1185.jpg,1,2,449,379,Inorganic
./img/1186.jpg,113,137,271,247,Inorganic
./img/1187.jpg,219,112,398,328,Inorganic
./img/1188.jpg,100,136,363,276,Inorganic
./img/1189.jpg,6,6,505,375,Inorganic
./img/119.jpg,21,8,211,139,Organic
./img/1190.jpg,108,53,375,323,Inorganic
./img/1191.jpg,140,120,334,328,Inorganic
./img/1192.jpg,101,197,225,382,Inorganic
./img/1193.jpg,167,38,462,345,Inorganic
./img/1194.jpg,58,74,480,359,Inorganic
./img/1195.jpg,166,101,509,379,Inorganic
./img/1196.jpg,1,2,317,265,Inorganic
./img/1197.jpg,30,36,402,282,Inorganic
./img/1198.jpg,4,43,468,349,Inorganic
./img/1199.jpg,89,21,382,312,Inorganic
./img/12.jpg,36,5,213,175,Inorganic
./img/1200.jpg,39,4,384,359,Inorganic
./img/1201.jpg,64,22,356,314,Inorganic
./img/1202.jpg,18,1,442,378,Inorganic
./img/1203.jpg,56,4,386,376,Inorganic
./img/1204.jpg,0,1,316,346,Inorganic
./img/1205.jpg,162,84,366,302,Inorganic
./img/1206.jpg,8,7,509,378,Inorganic
./img/1207.jpg,79,41,439,327,Inorganic
./img/1208.jpg,75,39,329,355,Inorganic
./img/1209.jpg,35,86,376,275,Inorganic
./img/121.jpg,81,82,140,142,Organic
./img/121.jpg,168,57,226,114,Organic
./img/1210.jpg,132,55,346,299,Inorganic
./img/1211.jpg,8,5,445,380,Inorganic
./img/1212.jpg,71,19,355,364,Inorganic
./img/1213.jpg,66,79,391,303,Inorganic
./img/1214.jpg,87,115,407,352,Inorganic
./img/1215.jpg,193,78,334,273,Inorganic
./img/1216.jpg,175,104,380,257,Inorganic
./img/1217.jpg,106,83,301,334,Inorganic
./img/1218.jpg,177,87,335,282,Inorganic
./img/1219.jpg,154,102,329,259,Inorganic
./img/1220.jpg,179,101,315,280,Inorganic
./img/1221.jpg,204,104,408,290,Inorganic
./img/1222.jpg,173,83,436,383,Inorganic
./img/1223.jpg,142,109,386,295,Inorganic
./img/1224.jpg,176,62,346,278,Inorganic
./img/1225.jpg,94,66,257,268,Inorganic
./img/1226.jpg,130,110,314,276,Inorganic
./img/1227.jpg,196,110,313,261,Inorganic
./img/1228.jpg,155,125,316,295,Inorganic
./img/1229.jpg,136,78,363,318,Inorganic
./img/123.jpg,21,58,164,223,Organic
./img/1230.jpg,1,0,357,268,Inorganic
./img/1231.jpg,140,155,432,380,Inorganic
./img/1232.jpg,116,23,347,326,Inorganic
./img/1233.jpg,179,66,426,319,Inorganic
./img/1234.jpg,108,53,418,383,Inorganic
./img/1235.jpg,20,5,508,375,Inorganic
./img/1236.jpg,123,21,510,378,Inorganic
./img/1237.jpg,197,35,508,381,Inorganic
./img/1238.jpg,69,88,508,348,Inorganic
./img/1239.jpg,69,48,385,364,Inorganic
./img/1240.jpg,86,1,436,353,Inorganic
./img/1241.jpg,87,80,419,383,Inorganic
./img/1242.jpg,157,97,340,280,Inorganic
./img/1243.jpg,82,5,509,379,Inorganic
./img/1244.jpg,122,80,486,382,Inorganic
./img/1245.jpg,18,126,449,381,Inorganic
./img/1246.jpg,3,1,357,276,Inorganic
./img/1247.jpg,3,5,512,380,Inorganic
./img/1248.jpg,97,92,506,300,Inorganic
./img/1249.jpg,278,7,509,365,Inorganic
./img/125.jpg,2,3,2,3,Inorganic
./img/125.jpg,2,2,298,165,Inorganic
./img/1250.jpg,19,96,391,378,Inorganic
./img/1251.jpg,41,31,509,378,Inorganic
./img/1252.jpg,32,55,508,377,Inorganic
./img/1253.jpg,198,77,474,383,Inorganic
./img/1254.jpg,90,28,416,364,Inorganic
./img/1255.jpg,107,73,370,343,Inorganic
./img/1256.jpg,171,4,415,250,Inorganic
./img/1257.jpg,69,31,390,359,Inorganic
./img/1258.jpg,109,60,470,226,Inorganic
./img/1259.jpg,167,168,421,378,Inorganic
./img/1260.jpg,138,16,441,334,Inorganic
./img/1261.jpg,235,71,481,326,Inorganic
./img/1262.jpg,116,18,449,341,Inorganic
./img/1263.jpg,188,106,509,383,Inorganic
./img/1264.jpg,208,145,507,380,Inorganic
./img/1265.jpg,55,87,448,381,Inorganic
./img/1266.jpg,113,58,394,374,Inorganic
./img/1267.jpg,263,49,475,354,Inorganic
./img/1268.jpg,2,4,506,376,Inorganic
./img/1269.jpg,96,8,463,380,Inorganic
./img/127.jpg,150,135,188,171,Inorganic
./img/127.jpg,21,106,113,135,Inorganic
./img/127.jpg,44,135,147,167,Inorganic
./img/127.jpg,17,66,76,95,Inorganic
./img/127.jpg,83,72,183,109,Inorganic
./img/127.jpg,182,43,249,65,Inorganic
./img/127.jpg,214,19,244,32,Inorganic
./img/1270.jpg,116,2,435,340,Inorganic
./img/1271.jpg,3,4,510,383,Inorganic
./img/1272.jpg,197,143,495,383,Inorganic
./img/1273.jpg,172,170,506,378,Inorganic
./img/1274.jpg,1,49,508,377,Inorganic
./img/1275.jpg,39,4,507,365,Inorganic
./img/1276.jpg,0,105,511,383,Inorganic
./img/1277.jpg,109,27,458,369,Inorganic
./img/1278.jpg,140,84,509,378,Inorganic
./img/1279.jpg,42,43,511,361,Inorganic
./img/1280.jpg,5,53,509,378,Inorganic
./img/1281.jpg,84,82,509,379,Inorganic
./img/1282.jpg,35,56,507,378,Inorganic
./img/1283.jpg,100,141,509,380,Inorganic
./img/1284.jpg,100,12,404,338,Inorganic
./img/1285.jpg,1,3,349,305,Inorganic
./img/1286.jpg,145,98,329,303,Inorganic
./img/1287.jpg,0,3,335,326,Inorganic
./img/1288.jpg,138,37,436,346,Inorganic
./img/1289.jpg,62,2,505,371,Inorganic
./img/129.jpg,24,5,278,164,Organic
./img/1290.jpg,2,35,449,384,Inorganic
./img/1291.jpg,199,114,342,262,Inorganic
./img/1292.jpg,169,0,470,382,Inorganic
./img/1293.jpg,130,78,508,383,Inorganic
./img/1294.jpg,171,179,434,379,Inorganic
./img/1295.jpg,0,0,369,292,Inorganic
./img/1296.jpg,102,0,426,381,Inorganic
./img/1297.jpg,23,2,421,285,Inorganic
./img/1298.jpg,206,114,408,315,Inorganic
./img/1299.jpg,137,68,430,353,Inorganic
./img/13.jpg,2,132,510,381,Inorganic
./img/130.jpg,118,16,166,106,Organic
./img/130.jpg,28,33,59,85,Organic
./img/130.jpg,95,122,163,173,Organic
./img/130.jpg,3,2,263,175,Organic
./img/1300.jpg,131,98,396,278,Inorganic
./img/1301.jpg,15,6,487,381,Inorganic
./img/1302.jpg,96,34,505,378,Inorganic
./img/1303.jpg,4,2,415,278,Inorganic
./img/1304.jpg,165,95,337,257,Inorganic
./img/1305.jpg,137,89,369,324,Inorganic
./img/1306.jpg,129,43,507,316,Inorganic
./img/1307.jpg,21,159,398,383,Inorganic
./img/1308.jpg,140,30,487,381,Inorganic
./img/1309.jpg,85,1,509,380,Inorganic
./img/131.jpg,104,15,146,67,Inorganic
./img/131.jpg,184,44,223,93,Inorganic
./img/131.jpg,138,129,233,156,Inorganic
./img/131.jpg,165,89,193,117,Inorganic
./img/131.jpg,63,80,116,129,Inorganic
./img/131.jpg,14,95,79,134,Inorganic
./img/131.jpg,2,8,66,74,Inorganic
./img/131.jpg,137,3,226,30,Inorganic
./img/131.jpg,110,93,156,182,Inorganic
./img/1310.jpg,118,72,363,320,Inorganic
./img/1311.jpg,114,109,352,295,Inorganic
./img/1312.jpg,157,107,371,277,Inorganic
./img/1313.jpg,145,111,505,366,Inorganic
./img/1314.jpg,23,75,509,290,Inorganic
./img/1315.jpg,118,48,394,320,Inorganic
./img/1316.jpg,101,46,382,326,Inorganic
./img/1317.jpg,87,28,509,378,Inorganic
./img/1318.jpg,138,197,482,378,Inorganic
./img/1319.jpg,196,54,451,343,Inorganic
./img/132.jpg,98,55,216,96,Inorganic
./img/132.jpg,17,40,95,76,Inorganic
./img/132.jpg,51,116,178,160,Inorganic
./img/132.jpg,22,88,124,123,Inorganic
./img/132.jpg,151,89,265,148,Inorganic
./img/132.jpg,227,11,280,26,Inorganic
./img/132.jpg,247,24,298,47,Inorganic
./img/132.jpg,139,15,214,48,Inorganic
./img/1320.jpg,162,23,507,380,Inorganic
./img/1321.jpg,130,171,298,315,Inorganic
./img/1322.jpg,172,3,355,368,Inorganic
./img/1323.jpg,97,76,507,380,Inorganic
./img/1324.jpg,72,5,414,348,Inorganic
./img/1325.jpg,77,24,399,337,Inorganic
./img/1326.jpg,152,62,403,301,Inorganic
./img/1327.jpg,118,114,406,383,Inorganic
./img/1328.jpg,0,60,429,379,Inorganic
./img/1329.jpg,188,99,511,380,Inorganic
./img/133.jpg,165,111,265,154,Inorganic
./img/133.jpg,105,84,148,106,Inorganic
./img/133.jpg,161,78,240,104,Inorganic
./img/133.jpg,3,60,83,117,Inorganic
./img/133.jpg,130,60,173,72,Inorganic
./img/133.jpg,93,66,123,75,Inorganic
./img/1330.jpg,88,4,467,315,Inorganic
./img/1331.jpg,3,5,379,277,Inorganic
./img/1332.jpg,94,41,382,322,Inorganic
./img/1333.jpg,91,0,509,378,Inorganic
./img/1334.jpg,120,45,508,348,Inorganic
./img/1335.jpg,114,94,510,383,Inorganic
./img/1336.jpg,25,3,506,378,Inorganic
./img/1337.jpg,86,92,413,381,Inorganic
./img/1338.jpg,4,3,254,298,Inorganic
./img/1339.jpg,79,90,399,277,Inorganic
./img/134.jpg,62,27,128,203,Inorganic
./img/1340.jpg,154,209,507,378,Inorganic
./img/1341.jpg,0,1,297,374,Inorganic
./img/1342.jpg,147,82,355,290,Inorganic
./img/1343.jpg,39,1,508,383,Inorganic
./img/1344.jpg,140,36,361,275,Inorganic
./img/1345.jpg,150,17,509,378,Inorganic
./img/1346.jpg,136,4,385,278,Inorganic
./img/1347.jpg,23,0,511,379,Inorganic
./img/1348.jpg,41,156,441,383,Inorganic
./img/1349.jpg,1,128,474,378,Inorganic
./img/1350.jpg,140,5,506,326,Inorganic
./img/1351.jpg,148,12,351,319,Inorganic
./img/1352.jpg,25,137,422,381,Inorganic
./img/1353.jpg,69,41,338,302,Inorganic
./img/1354.jpg,23,0,509,380,Inorganic
./img/1355.jpg,60,0,376,262,Inorganic
./img/1356.jpg,169,5,510,380,Inorganic
./img/1357.jpg,232,137,509,382,Inorganic
./img/1358.jpg,130,4,453,217,Inorganic
./img/1359.jpg,196,23,417,379,Inorganic
./img/1360.jpg,239,83,460,378,Inorganic
./img/1361.jpg,26,30,474,305,Inorganic
./img/1362.jpg,97,49,437,376,Inorganic
./img/1363.jpg,194,207,509,379,Inorganic
./img/1364.jpg,107,87,322,297,Inorganic
./img/1365.jpg,82,52,386,342,Inorganic
./img/1366.jpg,94,97,395,380,Inorganic
./img/1367.jpg,158,44,426,327,Inorganic
./img/1368.jpg,108,48,365,315,Inorganic
./img/1369.jpg,69,51,465,382,Inorganic
./img/137.jpg,22,43,131,157,Inorganic
./img/137.jpg,134,22,211,97,Inorganic
./img/137.jpg,147,113,252,172,Inorganic
./img/137.jpg,14,2,116,32,Inorganic
./img/1370.jpg,153,74,364,281,Inorganic
./img/1371.jpg,107,100,418,282,Inorganic
./img/1372.jpg,115,98,399,275,Inorganic
./img/1373.jpg,65,3,509,380,Inorganic
./img/1374.jpg,126,50,416,340,Inorganic
./img/1375.jpg,243,46,509,381,Inorganic
./img/1376.jpg,63,4,507,310,Inorganic
./img/1377.jpg,109,7,484,370,Inorganic
./img/1378.jpg,241,53,507,383,Inorganic
./img/1379.jpg,175,99,512,371,Inorganic
./img/138.jpg,94,25,138,125,Inorganic
./img/138.jpg,177,25,283,123,Inorganic
./img/138.jpg,10,36,85,147,Inorganic
./img/1380.jpg,67,13,436,345,Inorganic
./img/1381.jpg,193,132,428,325,Inorganic
./img/1382.jpg,21,10,357,347,Inorganic
./img/1383.jpg,230,66,508,383,Inorganic
./img/1384.jpg,125,97,406,278,Inorganic
./img/1385.jpg,69,5,511,211,Inorganic
./img/1386.jpg,100,14,509,319,Inorganic
./img/1387.jpg,126,5,426,377,Inorganic
./img/1388.jpg,2,2,399,352,Inorganic
./img/1389.jpg,121,31,365,275,Inorganic
./img/139.jpg,57,43,110,140,Inorganic
./img/139.jpg,120,29,246,113,Inorganic
./img/1390.jpg,25,2,473,378,Inorganic
./img/1391.jpg,65,2,409,283,Inorganic
./img/1392.jpg,120,4,507,323,Inorganic
./img/1393.jpg,122,4,490,381,Inorganic
./img/1394.jpg,0,4,504,278,Inorganic
./img/1395.jpg,181,2,505,332,Inorganic
./img/1396.jpg,99,112,487,321,Inorganic
./img/1397.jpg,140,93,358,380,Inorganic
./img/1398.jpg,124,73,324,266,Inorganic
./img/1399.jpg,206,87,511,378,Inorganic
./img/14.jpg,147,2,342,381,Inorganic
./img/140.jpg,55,56,241,138,Inorganic
./img/140.jpg,28,66,94,101,Inorganic
./img/1400.jpg,167,178,511,383,Inorganic
./img/1401.jpg,209,119,426,332,Inorganic
./img/1402.jpg,4,114,364,380,Inorganic
./img/1403.jpg,150,87,392,330,Inorganic
./img/1404.jpg,1,4,507,381,Inorganic
./img/1405.jpg,182,2,487,242,Inorganic
./img/1406.jpg,221,65,511,379,Inorganic
./img/1407.jpg,87,38,457,379,Inorganic
./img/1408.jpg,177,74,363,264,Inorganic
./img/1409.jpg,113,205,397,383,Inorganic
./img/141.jpg,177,112,258,166,Inorganic
./img/141.jpg,117,46,172,89,Inorganic
./img/141.jpg,18,6,93,55,Inorganic
./img/141.jpg,15,85,137,161,Inorganic
./img/141.jpg,180,7,257,79,Inorganic
./img/1410.jpg,38,52,352,299,Inorganic
./img/1411.jpg,2,2,393,380,Inorganic
./img/1412.jpg,52,1,308,288,Inorganic
./img/1413.jpg,154,0,426,312,Inorganic
./img/1414.jpg,3,38,509,381,Inorganic
./img/1415.jpg,76,42,509,383,Inorganic
./img/1416.jpg,178,56,429,309,Inorganic
./img/1417.jpg,123,129,509,380,Inorganic
./img/1418.jpg,68,4,511,378,Inorganic
./img/1419.jpg,3,3,479,352,Inorganic
./img/142.jpg,0,1,187,262,Inorganic
./img/1420.jpg,114,14,466,370,Inorganic
./img/1421.jpg,149,66,343,255,Inorganic
./img/1422.jpg,173,1,511,383,Inorganic
./img/1423.jpg,3,1,509,381,Inorganic
./img/1424.jpg,10,0,503,376,Inorganic
./img/1425.jpg,146,39,413,318,Inorganic
./img/1426.jpg,42,53,509,380,Inorganic
./img/1427.jpg,175,2,370,233,Inorganic
./img/1428.jpg,62,139,510,383,Inorganic
./img/1429.jpg,221,61,423,264,Inorganic
./img/143.jpg,26,53,144,140,Inorganic
./img/143.jpg,108,11,217,49,Inorganic
./img/143.jpg,152,57,244,182,Inorganic
./img/1430.jpg,100,101,390,383,Inorganic
./img/1431.jpg,162,66,454,354,Inorganic
./img/1432.jpg,252,117,384,273,Inorganic
./img/1433.jpg,192,57,487,378,Inorganic
./img/1434.jpg,220,109,508,380,Inorganic
./img/1435.jpg,205,12,509,383,Inorganic
./img/1436.jpg,3,164,490,380,Inorganic
./img/1437.jpg,102,141,396,381,Inorganic
./img/1438.jpg,0,41,508,383,Inorganic
./img/1439.jpg,232,35,512,383,Inorganic
./img/1440.jpg,60,1,508,361,Inorganic
./img/1441.jpg,110,95,509,378,Inorganic
./img/1442.jpg,168,72,507,302,Inorganic
./img/1443.jpg,157,39,357,239,Inorganic
./img/1444.jpg,143,141,387,381,Inorganic
./img/1445.jpg,113,181,509,382,Inorganic
./img/1446.jpg,0,104,431,383,Inorganic
./img/1447.jpg,74,103,511,383,Inorganic
./img/1448.jpg,100,2,509,380,Inorganic
./img/1449.jpg,0,68,298,329,Inorganic
./img/145.jpg,91,57,171,129,Inorganic
./img/145.jpg,102,144,202,192,Inorganic
./img/145.jpg,126,2,214,42,Inorganic
./img/1450.jpg,0,1,509,383,Inorganic
./img/1451.jpg,206,106,509,379,Inorganic
./img/1452.jpg,194,123,307,246,Inorganic
./img/1453.jpg,152,1,509,324,Inorganic
./img/1454.jpg,40,16,456,380,Inorganic
./img/1455.jpg,4,27,509,378,Inorganic
./img/1456.jpg,181,84,401,302,Inorganic
./img/1457.jpg,44,4,482,382,Inorganic
./img/1458.jpg,96,3,382,272,Inorganic
./img/1459.jpg,29,5,483,380,Inorganic
./img/146.jpg,201,6,215,42,Inorganic
./img/146.jpg,218,21,235,63,Inorganic
./img/146.jpg,233,28,256,75,Inorganic
./img/146.jpg,259,45,282,101,Inorganic
./img/146.jpg,23,57,66,74,Inorganic
./img/146.jpg,29,82,79,96,Inorganic
./img/146.jpg,47,98,90,119,Inorganic
./img/146.jpg,62,121,103,152,Inorganic
./img/146.jpg,116,111,143,141,Inorganic
./img/146.jpg,99,87,120,112,Inorganic
./img/146.jpg,82,69,105,89,Inorganic
./img/146.jpg,72,50,90,70,Inorganic
./img/146.jpg,98,40,136,56,Inorganic
./img/146.jpg,118,53,147,79,Inorganic
./img/146.jpg,133,73,161,97,Inorganic
./img/146.jpg,157,90,194,131,Inorganic
./img/146.jpg,194,73,219,113,Inorganic
./img/146.jpg,175,56,198,97,Inorganic
./img/146.jpg,159,41,177,77,Inorganic
./img/146.jpg,140,24,161,58,Inorganic
./img/146.jpg,169,19,187,55,Inorganic
./img/146.jpg,188,35,211,66,Inorganic
./img/146.jpg,226,66,248,110,Inorganic
./img/1460.jpg,0,124,509,384,Inorganic
./img/1461.jpg,147,122,430,375,Inorganic
./img/1462.jpg,109,101,350,303,Inorganic
./img/1463.jpg,165,104,485,383,Inorganic
./img/1464.jpg,225,146,512,382,Inorganic
./img/1465.jpg,188,127,292,231,Inorganic
./img/1466.jpg,49,75,369,352,Inorganic
./img/1467.jpg,30,11,510,382,Inorganic
./img/1468.jpg,74,101,424,308,Inorganic
./img/1469.jpg,162,79,509,381,Inorganic
./img/147.jpg,26,66,211,136,Inorganic
./img/147.jpg,75,62,107,89,Inorganic
./img/1470.jpg,0,25,380,359,Inorganic
./img/1471.jpg,121,12,480,374,Inorganic
./img/1472.jpg,140,116,390,382,Inorganic
./img/1473.jpg,149,123,395,380,Inorganic
./img/1474.jpg,95,97,434,384,Inorganic
./img/1475.jpg,118,119,355,260,Inorganic
./img/1476.jpg,155,66,314,290,Inorganic
./img/1477.jpg,61,106,446,317,Inorganic
./img/1478.jpg,152,33,512,383,Inorganic
./img/1479.jpg,153,4,509,381,Inorganic
./img/148.jpg,136,81,177,119,Inorganic
./img/148.jpg,6,35,117,87,Inorganic
./img/148.jpg,2,85,127,120,Inorganic
./img/148.jpg,21,119,163,160,Inorganic
./img/148.jpg,192,4,232,68,Inorganic
./img/148.jpg,175,41,245,130,Inorganic
./img/148.jpg,2,7,76,49,Inorganic
./img/148.jpg,96,6,128,29,Inorganic
./img/148.jpg,103,46,191,83,Inorganic
./img/1480.jpg,223,150,509,380,Inorganic
./img/1481.jpg,4,135,426,383,Inorganic
./img/1482.jpg,25,87,511,380,Inorganic
./img/1483.jpg,52,46,509,383,Inorganic
./img/1484.jpg,3,2,453,380,Inorganic
./img/1485.jpg,136,98,399,383,Inorganic
./img/1486.jpg,18,115,477,380,Inorganic
./img/1487.jpg,144,108,260,264,Inorganic
./img/1488.jpg,72,9,465,356,Inorganic
./img/1489.jpg,69,154,509,382,Inorganic
./img/1490.jpg,103,71,320,302,Inorganic
./img/1491.jpg,26,34,508,382,Inorganic
./img/1492.jpg,114,2,509,383,Inorganic
./img/1493.jpg,55,189,483,380,Inorganic
./img/1494.jpg,132,53,446,379,Inorganic
./img/1495.jpg,175,0,511,381,Inorganic
./img/1496.jpg,3,36,500,383,Inorganic
./img/1497.jpg,31,14,509,380,Inorganic
./img/1498.jpg,143,111,303,274,Inorganic
./img/1499.jpg,152,97,414,320,Inorganic
./img/15.jpg,207,1,389,315,Inorganic
./img/150.jpg,9,100,151,248,Inorganic
./img/1500.jpg,188,107,315,229,Inorganic
./img/1501.jpg,175,80,342,261,Inorganic
./img/1502.jpg,119,81,509,381,Inorganic
./img/1503.jpg,3,78,511,381,Inorganic
./img/1504.jpg,131,5,407,266,Inorganic
./img/1505.jpg,135,177,407,384,Inorganic
./img/1506.jpg,27,0,372,332,Inorganic
./img/1507.jpg,99,2,355,287,Inorganic
./img/1508.jpg,125,47,467,378,Inorganic
./img/1509.jpg,83,33,429,332,Inorganic
./img/1510.jpg,62,1,491,381,Inorganic
./img/1511.jpg,0,0,505,382,Organic
./img/1512.jpg,4,0,432,378,Organic
./img/1513.jpg,43,0,429,383,Organic
./img/1514.jpg,1,3,508,383,Organic
./img/1515.jpg,35,0,453,380,Organic
./img/1516.jpg,0,0,509,246,Organic
./img/1517.jpg,47,75,470,347,Organic
./img/1518.jpg,1,2,404,383,Organic
./img/1519.jpg,0,1,429,384,Organic
./img/1520.jpg,0,0,434,383,Organic
./img/1521.jpg,84,5,373,363,Organic
./img/1522.jpg,55,2,479,264,Organic
./img/1523.jpg,40,52,467,341,Organic
./img/1524.jpg,21,2,399,374,Organic
./img/1525.jpg,9,144,511,383,Organic
./img/1526.jpg,0,6,508,381,Organic
./img/1527.jpg,18,5,499,368,Organic
./img/1528.jpg,89,31,417,298,Organic
./img/1529.jpg,165,101,307,305,Organic
./img/153.jpg,64,36,231,162,Inorganic
./img/153.jpg,104,1,167,28,Inorganic
./img/1530.jpg,147,3,316,320,Organic
./img/1531.jpg,71,87,495,285,Organic
./img/1532.jpg,11,36,492,356,Organic
./img/1533.jpg,85,137,339,270,Inorganic
./img/1534.jpg,35,0,511,381,Organic
./img/1535.jpg,89,55,348,351,Organic
./img/1536.jpg,7,28,431,352,Organic
./img/1537.jpg,114,1,509,379,Organic
./img/1538.jpg,3,5,339,378,Organic
./img/1539.jpg,92,73,369,347,Organic
./img/154.jpg,61,32,129,144,Inorganic
./img/154.jpg,73,5,169,70,Inorganic
./img/154.jpg,139,110,195,151,Inorganic
./img/1540.jpg,5,27,509,380,Organic
./img/1541.jpg,52,85,386,298,Organic
./img/1542.jpg,10,11,462,382,Organic
./img/1543.jpg,32,151,509,383,Organic
./img/1544.jpg,57,56,414,335,Organic
./img/1545.jpg,19,18,451,382,Organic
./img/1546.jpg,109,2,338,332,Organic
./img/1547.jpg,23,0,507,382,Organic
./img/1548.jpg,35,39,501,341,Organic
./img/1549.jpg,15,4,509,380,Organic
./img/155.jpg,85,1,174,153,Inorganic
./img/155.jpg,186,6,299,163,Inorganic
./img/155.jpg,5,3,69,133,Inorganic
./img/1550.jpg,8,2,478,371,Organic
./img/1551.jpg,3,2,506,326,Organic
./img/1552.jpg,61,95,443,347,Organic
./img/1553.jpg,0,22,428,378,Organic
./img/1554.jpg,5,7,501,379,Organic
./img/1555.jpg,2,4,462,381,Organic
./img/1556.jpg,83,30,414,384,Organic
./img/1557.jpg,26,28,462,378,Organic
./img/1558.jpg,35,88,468,317,Organic
